locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPGKPABH_00342	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
OPGKPABH_00343	CDS	414	ygfX			Inner membrane protein YgfX
OPGKPABH_00344	CDS	522	fldB		COG0716	Flavodoxin 2
OPGKPABH_00345	CDS	897	xerD_1			Tyrosine recombinase XerD
OPGKPABH_00346	CDS	714	dsbC			Thiol:disulfide interchange protein DsbC
OPGKPABH_00347	CDS	1602	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
OPGKPABH_00348	CDS	882	prfB		COG1186	Peptide chain release factor RF2
OPGKPABH_00349	CDS	1518	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
OPGKPABH_00350	CDS	546	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
OPGKPABH_00351	CDS	759	nlpD_1			Murein hydrolase activator NlpD
OPGKPABH_00352	tRNA	74				tRNA-Gly(ccc)
OPGKPABH_00353	CDS	222				hypothetical protein
OPGKPABH_00354	CDS	228	vapB_1			Antitoxin VapB
OPGKPABH_00355	CDS	399	vapC_1	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
OPGKPABH_00356	CDS	438				hypothetical protein
OPGKPABH_00357	CDS	537	ail_1			Attachment invasion locus protein
OPGKPABH_00358	CDS	633				hypothetical protein
OPGKPABH_00359	CDS	585	ybgD		COG3539	putative fimbrial-like protein YbgD
OPGKPABH_00360	CDS	2490	papC			Outer membrane usher protein PapC
OPGKPABH_00361	CDS	744	papD			Chaperone protein PapD
OPGKPABH_00362	CDS	1077				hypothetical protein
OPGKPABH_00363	CDS	513				hypothetical protein
OPGKPABH_00364	CDS	759				hypothetical protein
OPGKPABH_00365	CDS	843	rcnA		COG2215	Nickel/cobalt efflux system RcnA
OPGKPABH_00366	CDS	273	rcnR		COG1937	Transcriptional repressor RcnR
OPGKPABH_00367	CDS	1230	yqeG		COG0814	Inner membrane transport protein YqeG
OPGKPABH_00368	CDS	456	aceI		COG4125	Short-chain diamines transporter
OPGKPABH_00369	CDS	864	aceR			HTH-type transcriptional regulator AceR
OPGKPABH_00370	CDS	1179	atoB	2.3.1.9		Acetyl-CoA acetyltransferase
OPGKPABH_00371	CDS	837	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
OPGKPABH_00372	CDS	762	kduD	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
OPGKPABH_00373	CDS	1419	araE		COG2814	Arabinose-proton symporter
OPGKPABH_00374	CDS	708	ygeA	5.1.1.13	COG1794	L-aspartate/glutamate-specific racemase
OPGKPABH_00375	CDS	936	dgcR			HTH-type transcriptional regulator DgcR
OPGKPABH_00376	CDS	1263	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OPGKPABH_00377	CDS	1020	ascG		COG1609	HTH-type transcriptional regulator AscG
OPGKPABH_00378	CDS	1029	galR		COG1609	HTH-type transcriptional regulator GalR
OPGKPABH_00379	CDS	2160	aas		COG0204	Bifunctional protein Aas
OPGKPABH_00380	CDS	1203	lplT		COG0477	Lysophospholipid transporter LplT
OPGKPABH_00381	CDS	1041	tas		COG0667	Protein tas
OPGKPABH_00382	CDS	219	ygdR_1			putative lipoprotein YgdR
OPGKPABH_00383	CDS	714				hypothetical protein
OPGKPABH_00384	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
OPGKPABH_00385	CDS	531	rppH	3.6.1.-	COG0494	RNA pyrophosphohydrolase
OPGKPABH_00386	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
OPGKPABH_00387	CDS	876	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
OPGKPABH_00388	CDS	795	thyA	2.1.1.45		Thymidylate synthase
OPGKPABH_00389	CDS	471				hypothetical protein
OPGKPABH_00390	CDS	564				hypothetical protein
OPGKPABH_00391	CDS	408				hypothetical protein
OPGKPABH_00392	CDS	321				hypothetical protein
OPGKPABH_00393	CDS	3372	recC		COG1330	RecBCD enzyme subunit RecC
OPGKPABH_00394	CDS	2889	ptrA	3.4.24.55	COG1025	Protease 3
OPGKPABH_00395	CDS	3546	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
OPGKPABH_00396	CDS	1836	recD	5.6.2.3	COG0507	RecBCD enzyme subunit RecD
OPGKPABH_00397	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
OPGKPABH_00398	CDS	1254	amiC	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
OPGKPABH_00399	tRNA	77				tRNA-Met(cat)
OPGKPABH_00400	CDS	1098	mltA	4.2.2.-	COG2821	Membrane-bound lytic murein transglycosylase A
OPGKPABH_00401	CDS	807	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
OPGKPABH_00402	CDS	915	rarD_1		COG2962	Protein RarD
OPGKPABH_00403	CDS	444	csdE		COG2166	Sulfur acceptor protein CsdE
OPGKPABH_00404	CDS	1206	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
OPGKPABH_00405	CDS	228	ygdR_2			putative lipoprotein YgdR
OPGKPABH_00406	CDS	918	gcvA		COG0583	Glycine cleavage system transcriptional activator
OPGKPABH_00407	CDS	396				hypothetical protein
OPGKPABH_00408	CDS	1101	rlmM	2.1.1.186	COG2933	Ribosomal RNA large subunit methyltransferase M
OPGKPABH_00409	CDS	711	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
OPGKPABH_00410	CDS	423	fucU	5.1.3.29	COG4154	L-fucose mutarotase
OPGKPABH_00411	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
OPGKPABH_00412	CDS	1776	fucI	5.3.1.25	COG2407	L-fucose isomerase
OPGKPABH_00413	CDS	1317	fucP_1		COG0738	L-fucose-proton symporter
OPGKPABH_00414	CDS	648	fucA	4.1.2.17	COG0235	L-fuculose phosphate aldolase
OPGKPABH_00415	CDS	1149	fucO	1.1.1.77	COG1454	Lactaldehyde reductase
OPGKPABH_00416	CDS	756	ygdG	3.1.-.-	COG0258	Flap endonuclease Xni
OPGKPABH_00417	CDS	1368	sdaB	4.3.1.17	COG1760	L-serine dehydratase 2
OPGKPABH_00418	CDS	1290	sdaC		COG0814	Serine transporter SdaC
OPGKPABH_00419	CDS	1365	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
OPGKPABH_00420	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
OPGKPABH_00421	CDS	546	syd			Protein Syd
OPGKPABH_00422	CDS	330	yqcC		COG3098	putative protein YqcC
OPGKPABH_00423	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
OPGKPABH_00424	CDS	450	yqcA		COG0716	Flavodoxin YqcA
OPGKPABH_00425	CDS	1359	gudP_1		COG2271	putative galactarate/D-glucarate transporter GudP
OPGKPABH_00426	CDS	1341	gudX	4.2.1.-	COG4948	Glucarate dehydratase-related protein
OPGKPABH_00427	CDS	1341	gudD	4.2.1.40	COG4948	Glucarate dehydratase
OPGKPABH_00428	CDS	1143	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
OPGKPABH_00429	CDS	2757	barA	2.7.13.3	COG2205	Signal transduction histidine-protein kinase BarA
OPGKPABH_00430	CDS	1296	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
OPGKPABH_00431	CDS	2235	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
OPGKPABH_00432	CDS	1032				hypothetical protein
OPGKPABH_00433	CDS	492	yfcP_1		COG3539	putative fimbrial-like protein YfcP
OPGKPABH_00434	CDS	486	yfcQ_1		COG3539	putative fimbrial-like protein YfcQ
OPGKPABH_00435	CDS	501	yfcR_1		COG3539	putative fimbrial-like protein YfcR
OPGKPABH_00436	CDS	774	yfcS_1		COG3121	putative fimbrial chaperone YfcS
OPGKPABH_00437	CDS	2646	steB_1			fimbrial biogenesis outer membrane usher protein SteB
OPGKPABH_00438	CDS	588	mrpA		COG3539	Major MR/P fimbria protein
OPGKPABH_00439	CDS	801	mazG	3.6.1.8	COG3956	Nucleoside triphosphate pyrophosphohydrolase
OPGKPABH_00440	CDS	1638	pyrG	6.3.4.2	COG0504	CTP synthase
OPGKPABH_00441	CDS	1299	eno	4.2.1.11		Enolase
OPGKPABH_00442	CDS	672	queE	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
	repeat_region	823				
OPGKPABH_00443	CDS	798				hypothetical protein
OPGKPABH_00444	CDS	363	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
OPGKPABH_00445	CDS	1800	cysJ	1.8.1.2	COG0369	Sulfite reductase [NADPH] flavoprotein alpha-component
OPGKPABH_00446	CDS	1713	cysI	1.8.1.2	COG0155	Sulfite reductase [NADPH] hemoprotein beta-component
OPGKPABH_00447	CDS	735	cysH_1	1.8.4.8	COG0175	Phosphoadenosine 5'-phosphosulfate reductase
OPGKPABH_00448	CDS	954	sopD			Secreted effector protein SopD
OPGKPABH_00449	CDS	2700	ygcB	3.1.-.-	COG1203	CRISPR-associated endonuclease/helicase Cas3
OPGKPABH_00450	CDS	1128	casA			CRISPR system Cascade subunit CasA
OPGKPABH_00451	CDS	381				hypothetical protein
OPGKPABH_00452	CDS	603				hypothetical protein
OPGKPABH_00453	CDS	1059	casC		COG1857	CRISPR system Cascade subunit CasC
OPGKPABH_00454	CDS	726				hypothetical protein
OPGKPABH_00455	CDS	705				hypothetical protein
OPGKPABH_00456	CDS	918	ygbT	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
OPGKPABH_00457	CDS	294	ygbF	3.1.-.-	COG0847	CRISPR-associated endoribonuclease Cas2
	repeat_region	1493				
OPGKPABH_00458	CDS	1047				hypothetical protein
OPGKPABH_00459	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
OPGKPABH_00460	CDS	1440	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
OPGKPABH_00461	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
OPGKPABH_00462	CDS	324	ygbE			Inner membrane protein YgbE
OPGKPABH_00463	CDS	312	ftsB		COG2919	Cell division protein FtsB
OPGKPABH_00464	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
OPGKPABH_00465	CDS	480	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
OPGKPABH_00466	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
OPGKPABH_00467	CDS	762	surE	3.1.3.5		5'/3'-nucleotidase SurE
OPGKPABH_00468	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
OPGKPABH_00469	CDS	1134	nlpD_2			Murein hydrolase activator NlpD
OPGKPABH_00470	CDS	993	rpoS			RNA polymerase sigma factor RpoS
OPGKPABH_00471	CDS	237	vdcD			Protein VdcD
OPGKPABH_00472	CDS	1428	edcC	4.1.1.61	COG0043	Phenolic acid decarboxylase
OPGKPABH_00473	CDS	594	ecdB	2.5.1.129	COG0163	putative UbiX-like flavin prenyltransferase
OPGKPABH_00474	CDS	405	hosA			Transcriptional regulator HosA
OPGKPABH_00475	CDS	765	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
OPGKPABH_00476	CDS	924	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
OPGKPABH_00477	CDS	1263	otnK	2.7.1.217		3-oxo-tetronate kinase
OPGKPABH_00478	CDS	639	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
OPGKPABH_00479	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
OPGKPABH_00480	CDS	951	denD	1.1.1.410	COG0451	D-erythronate dehydrogenase
OPGKPABH_00481	CDS	1497	gntT_1		COG2610	High-affinity gluconate transporter
OPGKPABH_00482	CDS	912	ptxR			HTH-type transcriptional regulator PtxR
OPGKPABH_00483	CDS	1209	jefA		COG0477	Drug efflux pump JefA
OPGKPABH_00484	CDS	381				hypothetical protein
OPGKPABH_00485	CDS	2568	mutS			DNA mismatch repair protein MutS
OPGKPABH_00486	CDS	669				hypothetical protein
OPGKPABH_00487	CDS	495				hypothetical protein
OPGKPABH_00488	CDS	657	pphB	3.1.3.16		Serine/threonine-protein phosphatase 2
OPGKPABH_00489	CDS	141				hypothetical protein
OPGKPABH_00490	CDS	528	tacT3	2.3.1.-		tRNA-acetylating toxin 3
OPGKPABH_00491	CDS	282	tacA3			Antitoxin TacA3
OPGKPABH_00492	CDS	327				hypothetical protein
OPGKPABH_00493	CDS	333				hypothetical protein
OPGKPABH_00494	CDS	450				hypothetical protein
OPGKPABH_00495	CDS	444	invH			SPI-1 type 3 secretion system pilotin
OPGKPABH_00496	CDS	750	invF			Invasion protein InvF
OPGKPABH_00497	CDS	1689	sctC1			SPI-1 type 3 secretion system secretin
OPGKPABH_00498	CDS	1119	mxiC			Protein MxiC
OPGKPABH_00499	CDS	2058	invA			type III secretion system export apparatus protein InvA
OPGKPABH_00500	CDS	408	spaK			Surface presentation of antigens protein SpaK
OPGKPABH_00501	CDS	1296	sctN1	7.4.2.8		SPI-1 type 3 secretion system ATPase
OPGKPABH_00502	CDS	444				hypothetical protein
OPGKPABH_00503	CDS	1011				hypothetical protein
OPGKPABH_00504	CDS	912	spaO			Surface presentation of antigens protein SpaO
OPGKPABH_00505	CDS	675	spaP			Surface presentation of antigens protein SpaP
OPGKPABH_00506	CDS	261	spaQ_1			Surface presentation of antigens protein SpaQ
OPGKPABH_00507	CDS	792	spaR_1			Surface presentation of antigens protein SpaR
OPGKPABH_00508	CDS	1071	spaS			Surface presentation of antigens protein SpaS
OPGKPABH_00509	CDS	498	sicA			Chaperone protein SicA
OPGKPABH_00510	CDS	1782	sctE1			SPI-1 type 3 secretion system translocon protein SctE
OPGKPABH_00511	CDS	1230	sctB1			SPI-1 type 3 secretion system translocon protein SctB
OPGKPABH_00512	CDS	1032	sipD			Cell invasion protein SipD
OPGKPABH_00513	CDS	2058	sipA			Cell invasion protein SipA
OPGKPABH_00514	CDS	249	acpP_1		COG0236	Acyl carrier protein
OPGKPABH_00515	CDS	261				hypothetical protein
OPGKPABH_00516	CDS	393	sicP			Chaperone protein SicP
OPGKPABH_00517	CDS	1608	sptP			Secreted effector protein SptP
OPGKPABH_00518	CDS	483				hypothetical protein
OPGKPABH_00519	CDS	1662	hilA			Transcriptional regulator HilA
OPGKPABH_00520	CDS	930	rhaR_1			HTH-type transcriptional activator RhaR
OPGKPABH_00521	CDS	1236	prgH			Protein PrgH
OPGKPABH_00522	CDS	243	sctF1			SPI-1 type 3 secretion system needle filament protein
OPGKPABH_00523	CDS	306	prgJ			Protein PrgJ
OPGKPABH_00524	CDS	759	prgK			Lipoprotein PrgK
OPGKPABH_00525	CDS	579	orgA			Oxygen-regulated invasion protein OrgA
OPGKPABH_00526	CDS	681	sctL1			SPI-1 type 3 secretion system stator protein
OPGKPABH_00527	CDS	453				hypothetical protein
OPGKPABH_00528	CDS	888	rhaR_2			HTH-type transcriptional activator RhaR
OPGKPABH_00529	CDS	756				hypothetical protein
OPGKPABH_00530	CDS	867	yopJ	2.3.1.-		Serine/threonine-protein acetyltransferase YopJ
OPGKPABH_00531	CDS	849	mntB_1		COG1108	Manganese transport system membrane protein MntB
OPGKPABH_00532	CDS	861	mntB_2		COG1108	Manganese transport system membrane protein MntB
OPGKPABH_00533	CDS	822	mntB_3		COG1121	Manganese transport system ATP-binding protein MntB
OPGKPABH_00534	CDS	918	hpf_2			Putative metal ABC transporter substrate-binding protein Hpf
OPGKPABH_00535	CDS	345				hypothetical protein
OPGKPABH_00536	CDS	2079	fhlA			Formate hydrogenlyase transcriptional activator
OPGKPABH_00537	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
OPGKPABH_00538	CDS	1122	hypD		COG0409	Hydrogenase maturation factor HypD
OPGKPABH_00539	CDS	273	hypC		COG0298	Hydrogenase maturation factor HypC
OPGKPABH_00540	CDS	873	hypB		COG0378	Hydrogenase maturation factor HypB
OPGKPABH_00541	CDS	357	hypA		COG0375	Hydrogenase maturation factor HypA
OPGKPABH_00542	CDS	462	hycA			Formate hydrogenlyase regulatory protein HycA
OPGKPABH_00543	CDS	609	hycB		COG1142	Formate hydrogenlyase subunit 2
OPGKPABH_00544	CDS	1827	hycC		COG0651	Formate hydrogenlyase subunit 3
OPGKPABH_00545	CDS	924	hycD		COG0650	Formate hydrogenlyase subunit 4
OPGKPABH_00546	CDS	1710	hycE		COG3261	Formate hydrogenlyase subunit 5
OPGKPABH_00547	CDS	543	hycF		COG1143	Formate hydrogenlyase subunit 6
OPGKPABH_00548	CDS	768	hycG		COG3260	Formate hydrogenlyase subunit 7
OPGKPABH_00549	CDS	411				hypothetical protein
OPGKPABH_00550	CDS	471	hycI	3.4.23.51	COG0680	Hydrogenase 3 maturation protease
OPGKPABH_00551	CDS	810				hypothetical protein
OPGKPABH_00552	CDS	546	aegA_1		COG0493	Putative oxidoreductase AegA
OPGKPABH_00553	CDS	2241	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
OPGKPABH_00554	CDS	1134	norW	1.18.1.-	COG0446	Nitric oxide reductase FlRd-NAD(+) reductase
OPGKPABH_00555	CDS	1440	norV_1		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
OPGKPABH_00556	CDS	1521	norR_1			Anaerobic nitric oxide reductase transcription regulator NorR
OPGKPABH_00557	CDS	966	gutQ	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase GutQ
OPGKPABH_00558	CDS	774	srlR_2		COG1349	Glucitol operon repressor
OPGKPABH_00559	CDS	360				hypothetical protein
OPGKPABH_00560	CDS	780	srlD	1.1.1.140	COG1028	Sorbitol-6-phosphate 2-dehydrogenase
OPGKPABH_00561	CDS	363	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
OPGKPABH_00562	CDS	972	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
OPGKPABH_00563	CDS	564	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
OPGKPABH_00564	CDS	1080	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
OPGKPABH_00565	CDS	246				hypothetical protein
OPGKPABH_00566	CDS	498	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
OPGKPABH_00567	CDS	1062	recA			Protein RecA
OPGKPABH_00568	CDS	540	recX		COG2137	Regulatory protein RecX
OPGKPABH_00569	CDS	2631	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
OPGKPABH_00570	CDS	186	csrA		COG1551	Carbon storage regulator
OPGKPABH_00571	tRNA	93				tRNA-Ser(gct)
OPGKPABH_00572	tRNA	76				tRNA-Arg(acg)
OPGKPABH_00573	tRNA	76				tRNA-Val(tac)
OPGKPABH_00574	tRNA	76				tRNA-Lys(ttt)
OPGKPABH_00575	CDS	789	cpoB		COG1729	Cell division coordinator CpoB
OPGKPABH_00576	CDS	525	pal		COG2885	Peptidoglycan-associated lipoprotein
OPGKPABH_00577	CDS	1293	tolB			Tol-Pal system protein TolB
OPGKPABH_00578	CDS	1239				hypothetical protein
OPGKPABH_00579	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
OPGKPABH_00580	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
OPGKPABH_00581	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
OPGKPABH_00582	CDS	294				hypothetical protein
OPGKPABH_00583	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
OPGKPABH_00584	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
OPGKPABH_00585	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
OPGKPABH_00586	CDS	126				hypothetical protein
OPGKPABH_00587	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OPGKPABH_00588	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OPGKPABH_00589	CDS	1209	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
OPGKPABH_00590	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
OPGKPABH_00591	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
OPGKPABH_00592	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
OPGKPABH_00593	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
OPGKPABH_00594	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
OPGKPABH_00595	CDS	246				hypothetical protein
OPGKPABH_00596	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
OPGKPABH_00597	CDS	1047				hypothetical protein
OPGKPABH_00598	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
OPGKPABH_00599	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
OPGKPABH_00600	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
OPGKPABH_00601	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
OPGKPABH_00602	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
OPGKPABH_00603	CDS	1524	dtpD		COG3104	Dipeptide permease D
OPGKPABH_00604	CDS	1422	phrB	4.1.99.3		Deoxyribodipyrimidine photo-lyase
OPGKPABH_00605	CDS	207				hypothetical protein
OPGKPABH_00606	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
OPGKPABH_00607	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
OPGKPABH_00608	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
OPGKPABH_00609	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
OPGKPABH_00610	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
OPGKPABH_00611	CDS	105	speFL			Leader peptide SpeFL
OPGKPABH_00612	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
OPGKPABH_00613	CDS	1320	potE		COG0531	Putrescine transporter PotE
OPGKPABH_00614	CDS	486				hypothetical protein
OPGKPABH_00615	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
OPGKPABH_00616	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
OPGKPABH_00617	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
OPGKPABH_00618	CDS	294	ybfE			putative protein YbfE
OPGKPABH_00619	CDS	531	fldA			Flavodoxin 1
OPGKPABH_00620	CDS	453	fur		COG0735	Ferric uptake regulation protein
OPGKPABH_00621	CDS	927	catM		COG0583	HTH-type transcriptional regulator CatM
OPGKPABH_00622	CDS	1404	ifcA	1.3.2.-	COG1053	putative fumarate reductase Ifc3
OPGKPABH_00623	CDS	1140				hypothetical protein
OPGKPABH_00624	CDS	1305	proP_1		COG0477	Proline/betaine transporter
OPGKPABH_00625	CDS	333	chiQ			putative lipoprotein ChiQ
OPGKPABH_00626	CDS	1407	chiP			Chitoporin
OPGKPABH_00627	CDS	1668	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
OPGKPABH_00628	CDS	1953	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
OPGKPABH_00629	CDS	801	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase
OPGKPABH_00630	CDS	1215	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
OPGKPABH_00631	CDS	1221	nagC		COG1846	DNA-binding transcriptional dual regulator NagC
OPGKPABH_00632	CDS	753	nagD	3.1.3.5	COG0647	Ribonucleotide monophosphatase NagD
OPGKPABH_00633	CDS	1665	asnB	6.3.5.4	COG0367	Asparagine synthetase B [glutamine-hydrolyzing]
OPGKPABH_00634	tRNA	77				tRNA-Met(cat)
OPGKPABH_00635	tRNA	85				tRNA-Leu(tag)
OPGKPABH_00636	tRNA	75				tRNA-Gln(ttg)
OPGKPABH_00637	tRNA	75				tRNA-Gln(ttg)
OPGKPABH_00638	tRNA	77				tRNA-Met(cat)
OPGKPABH_00639	tRNA	75				tRNA-Gln(ctg)
OPGKPABH_00640	tRNA	75				tRNA-Gln(ctg)
OPGKPABH_00641	CDS	525				hypothetical protein
OPGKPABH_00642	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
OPGKPABH_00643	CDS	1425	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
OPGKPABH_00644	CDS	1047	ybeZ		COG1702	PhoH-like protein
OPGKPABH_00645	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
OPGKPABH_00646	CDS	879	corC			Magnesium and cobalt efflux protein CorC
OPGKPABH_00647	CDS	1590	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
OPGKPABH_00648	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
OPGKPABH_00649	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
OPGKPABH_00650	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
OPGKPABH_00651	CDS	726	gluA	7.4.2.1	COG1126	Glutamate transport ATP-binding protein GluA
OPGKPABH_00652	CDS	936	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
OPGKPABH_00653	CDS	1239				hypothetical protein
OPGKPABH_00654	CDS	1680	hscC			molecular chaperone HscC
OPGKPABH_00655	CDS	1473				hypothetical protein
OPGKPABH_00656	CDS	696				hypothetical protein
OPGKPABH_00657	CDS	1434				hypothetical protein
OPGKPABH_00658	CDS	708				hypothetical protein
OPGKPABH_00659	CDS	996	esiB		COG0790	Secretory immunoglobulin A-binding protein EsiB
OPGKPABH_00660	CDS	474				hypothetical protein
OPGKPABH_00661	CDS	1929	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
OPGKPABH_00662	CDS	954	kdgT_1			2-keto-3-deoxygluconate permease
OPGKPABH_00663	CDS	1251	suyB	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
OPGKPABH_00664	CDS	291				hypothetical protein
OPGKPABH_00665	CDS	2583	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
